x1,x2,y1,y2
-10.0,7.575757575757574,5821.854912764003,0.7272727272727231
-10.0,7.777777777777779,5945.679012345679,1.3333333333333357
-10.0,7.979797979797979,6067.870625446382,1.9393939393939377
-10.0,8.18181818181818,6188.429752066115,2.5454545454545396
-10.0,8.383838383838384,6307.356392204877,3.1515151515151523
-10.0,8.585858585858585,6424.650545862666,3.7575757575757542
-10.0,8.787878787878789,6540.312213039487,4.363636363636367
-10.0,8.98989898989899,6654.3413937353325,4.969696969696969
-10.0,9.19191919191919,6766.738087950208,5.575757575757571
-10.0,9.393939393939394,6877.502295684114,6.181818181818183
-10.0,9.595959595959595,6986.634016937047,6.787878787878785
-10.0,9.7979797979798,7094.13325170901,7.393939393939398
-10.0,10.0,7200.0,8.0
-9.797979797979798,-10.0,-10934.14957657382,-51.5959595959596
-9.797979797979798,-9.797979797979798,-10674.46962225046,-50.98989898989899
-9.797979797979798,-9.595959595959595,-10416.389174883205,-50.38383838383838
-9.797979797979798,-9.393939393939394,-10159.908234472055,-49.77777777777778
-9.797979797979798,-9.191919191919192,-9905.026801017006,-49.17171717171718
-9.797979797979798,-8.98989898989899,-9651.74487451806,-48.56565656565657
-9.797979797979798,-8.787878787878787,-9400.06245497522,-47.95959595959596
-9.797979797979798,-8.585858585858587,-9149.979542388483,-47.35353535353535
-9.797979797979798,-8.383838383838384,-8901.496136757845,-46.74747474747475
-9.797979797979798,-8.181818181818182,-8654.612238083313,-46.141414141414145
-9.797979797979798,-7.979797979797979,-8409.327846364882,-45.535353535353536
-9.797979797979798,-7.777777777777778,-8165.642961602557,-44.92929292929293
-9.797979797979798,-7.575757575757576,-7923.557583796335,-44.32323232323232
-9.797979797979798,-7.373737373737374,-7683.0717129462155,-43.717171717171716
-9.797979797979798,-7.171717171717171,-7444.185349052198,-43.111111111111114
-9.797979797979798,-6.96969696969697,-7206.8984921142865,-42.505050505050505
-9.797979797979798,-6.767676767676768,-6971.211142132476,-41.898989898989896
-9.797979797979798,-6.565656565656566,-6737.12329910677,-41.29292929292929
-9.797979797979798,-6.363636363636363,-6504.634963037167,-40.686868686868685
-9.797979797979798,-6.161616161616162,-6273.746133923667,-40.08080808080808
-9.797979797979798,-5.959595959595959,-6044.456811766269,-39.474747474747474
-9.797979797979798,-5.757575757575758,-5816.766996564977,-38.868686868686865
-9.797979797979798,-5.555555555555555,-5590.676688319785,-38.262626262626256
-9.797979797979798,-5.353535353535354,-5366.185887030699,-37.65656565656566
-9.797979797979798,-5.151515151515151,-5143.2945926977145,-37.05050505050505
-9.797979797979798,-4.94949494949495,-4922.002805320834,-36.44444444444444
-9.797979797979798,-4.747474747474747,-4702.310524900056,-35.838383838383834
-9.797979797979798,-4.545454545454546,-4484.2177514353825,-35.23232323232323
-9.797979797979798,-4.343434343434343,-4267.724484926811,-34.62626262626263
-9.797979797979798,-4.141414141414142,-4052.8307253743433,-34.02020202020202
-9.797979797979798,-3.9393939393939394,-3839.536472777979,-33.41414141414141
-9.797979797979798,-3.737373737373738,-3627.841727137718,-32.80808080808081
-9.797979797979798,-3.5353535353535355,-3417.7464884535593,-32.2020202020202
-9.797979797979798,-3.333333333333333,-3209.2507567255043,-31.595959595959595
-9.797979797979798,-3.1313131313131315,-3002.3545319535524,-30.98989898989899
-9.797979797979798,-2.929292929292929,-2797.0578141377036,-30.38383838383838
-9.797979797979798,-2.7272727272727275,-2593.3606032779585,-29.77777777777778
-9.797979797979798,-2.525252525252525,-2391.2628993743165,-29.17171717171717
-9.797979797979798,-2.3232323232323235,-2190.764702426778,-28.565656565656568
-9.797979797979798,-2.121212121212121,-1991.8660124353419,-27.95959595959596
-9.797979797979798,-1.9191919191919187,-1794.5668294000093,-27.35353535353535
-9.797979797979798,-1.717171717171718,-1598.8671533207812,-26.747474747474747
-9.797979797979798,-1.5151515151515156,-1404.766984197655,-26.141414141414142
-9.797979797979798,-1.3131313131313131,-1212.2663220306317,-25.535353535353536
-9.797979797979798,-1.1111111111111107,-1021.3651668197118,-24.929292929292927
-9.797979797979798,-0.9090909090909101,-832.063518564897,-24.323232323232325
-9.797979797979798,-0.7070707070707076,-644.3613772661835,-23.717171717171716
-9.797979797979798,-0.5050505050505052,-458.25874292357315,-23.11111111111111
-9.797979797979798,-0.30303030303030276,-273.75561553706615,-22.505050505050505
-9.797979797979798,-0.10101010101010033,-90.85199510666239,-21.898989898989896
-9.797979797979798,0.10101010101010033,90.45211836763659,-21.292929292929294
-9.797979797979798,0.30303030303030276,270.1567248858339,-20.686868686868685
-9.797979797979798,0.5050505050505052,448.261824447928,-20.08080808080808
-9.797979797979798,0.7070707070707076,624.767417053919,-19.474747474747474
-9.797979797979798,0.9090909090909083,799.6735027038051,-18.868686868686872
-9.797979797979798,1.1111111111111107,972.9800813975896,-18.262626262626263
-9.797979797979798,1.3131313131313131,1144.6871531352706,-17.656565656565654
-9.797979797979798,1.5151515151515156,1314.7947179168486,-17.05050505050505
-9.797979797979798,1.7171717171717162,1483.3027757423217,-16.444444444444446
-9.797979797979798,1.9191919191919187,1650.2113266116937,-15.83838383838384
-9.797979797979798,2.121212121212121,1815.520370524962,-15.232323232323232
-9.797979797979798,2.3232323232323235,1979.2299074821267,-14.626262626262625
-9.797979797979798,2.525252525252524,2141.3399374831874,-14.020202020202023
-9.797979797979798,2.7272727272727266,2301.850460528146,-13.414141414141415
-9.797979797979798,2.929292929292929,2460.7614766170013,-12.808080808080808
-9.797979797979798,3.1313131313131315,2618.072985749754,-12.2020202020202
-9.797979797979798,3.333333333333334,2773.784987926402,-11.595959595959593
-9.797979797979798,3.5353535353535346,2927.897483146947,-10.989898989898991
-9.797979797979798,3.737373737373737,3080.4104714113896,-10.383838383838384
-9.797979797979798,3.9393939393939394,3231.323952719729,-9.777777777777777
-9.797979797979798,4.141414141414142,3380.637927071965,-9.17171717171717
-9.797979797979798,4.3434343434343425,3528.352394468096,-8.565656565656568
-9.797979797979798,4.545454545454545,3674.467354908126,-7.95959595959596
-9.797979797979798,4.747474747474747,3818.982808392052,-7.353535353535353
-9.797979797979798,4.94949494949495,3961.8987549198755,-6.747474747474746
-9.797979797979798,5.1515151515151505,4103.215194491594,-6.141414141414144
-9.797979797979798,5.353535353535353,4242.93212710721,-5.535353535353536
-9.797979797979798,5.555555555555555,4381.0495527667235,-4.929292929292931
-9.797979797979798,5.757575757575758,4517.5674714701345,-4.323232323232322
-9.797979797979798,5.9595959595959584,4652.4858832174405,-3.71717171717172
-9.797979797979798,6.161616161616163,4785.804788008646,-3.111111111111107
-9.797979797979798,6.363636363636363,4917.524185843745,-2.505050505050505
-9.797979797979798,6.565656565656564,5047.644076722741,-1.8989898989899032
-9.797979797979798,6.767676767676768,5176.164460645636,-1.2929292929292906
-9.797979797979798,6.969696969696969,5303.085337612426,-0.6868686868686886
-9.797979797979798,7.171717171717173,5428.406707623116,-0.080808080808076
-9.797979797979798,7.373737373737374,5552.128570677697,0.525252525252526
-9.797979797979798,7.575757575757574,5674.250926776179,1.131313131313128
-9.797979797979798,7.777777777777779,5794.773775918558,1.7373737373737406
-9.797979797979798,7.979797979797979,5913.697118104831,2.3434343434343425
-9.797979797979798,8.18181818181818,6031.020953335002,2.9494949494949445
-9.797979797979798,8.383838383838384,6146.745281609071,3.555555555555557
-9.797979797979798,8.585858585858585,6260.870102927035,4.161616161616159
-9.797979797979798,8.787878787878789,6373.395417288898,4.767676767676772
-9.797979797979798,8.98989898989899,6484.321224694656,5.373737373737374
-9.797979797979798,9.19191919191919,6593.64752514431,5.979797979797976
-9.797979797979798,9.393939393939394,6701.374318637863,6.585858585858588
-9.797979797979798,9.595959595959595,6807.501605175313,7.19191919191919
-9.797979797979798,9.7979797979798,6912.029384756658,7.797979797979803
-9.797979797979798,10.0,7014.9576573819,8.404040404040405
-9.595959595959595,-10.0,-10669.93163962861,-51.19191919191919
-9.595959595959595,-9.797979797979798,-10416.389174883207,-50.58585858585858
-9.595959595959595,-9.595959595959595,-10164.413237569037,-49.97979797979798
-9.595959595959595,-9.393939393939394,-9914.003827686105,-49.37373737373737
-9.595959595959595,-9.191919191919192,-9665.160945234407,-48.76767676767677
-9.595959595959595,-8.98989898989899,-9417.884590213944,-48.16161616161616
-9.595959595959595,-8.787878787878787,-9172.174762624716,-47.55555555555555
-9.595959595959595,-8.585858585858587,-8928.031462466726,-46.94949494949495
-9.595959595959595,-8.383838383838384,-8685.454689739967,-46.34343434343434
-9.595959595959595,-8.181818181818182,-8444.444444444443,-45.73737373737374
-9.595959595959595,-7.979797979797979,-8205.000726580156,-45.13131313131313
-9.595959595959595,-7.777777777777778,-7967.123536147105,-44.525252525252526
-9.595959595959595,-7.575757575757576,-7730.812873145288,-43.91919191919192
-9.595959595959595,-7.373737373737374,-7496.068737574705,-43.31313131313131
-9.595959595959595,-7.171717171717171,-7262.891129435358,-42.707070707070706
-9.595959595959595,-6.96969696969697,-7031.280048727247,-42.101010101010104
-9.595959595959595,-6.767676767676768,-6801.235495450372,-41.494949494949495
-9.595959595959595,-6.565656565656566,-6572.75746960473,-40.888888888888886
-9.595959595959595,-6.363636363636363,-6345.845971190322,-40.28282828282828
-9.595959595959595,-6.161616161616162,-6120.501000207152,-39.676767676767675
-9.595959595959595,-5.959595959595959,-5896.722556655216,-39.07070707070707
-9.595959595959595,-5.757575757575758,-5674.510640534516,-38.464646464646464
-9.595959595959595,-5.555555555555555,-5453.86525184505,-37.858585858585855
-9.595959595959595,-5.353535353535354,-5234.78639058682,-37.25252525252525
-9.595959595959595,-5.151515151515151,-5017.274056759823,-36.64646464646464
-9.595959595959595,-4.94949494949495,-4801.328250364063,-36.04040404040404
-9.595959595959595,-4.747474747474747,-4586.948971399537,-35.43434343434343
-9.595959595959595,-4.545454545454546,-4374.136219866248,-34.82828282828282
-9.595959595959595,-4.343434343434343,-4162.8899957641925,-34.22222222222222
-9.595959595959595,-4.141414141414142,-3953.2102990933727,-33.61616161616162
-9.595959595959595,-3.9393939393939394,-3745.097129853787,-33.01010101010101
-9.595959595959595,-3.737373737373738,-3538.5504880454378,-32.4040404040404
-9.595959595959595,-3.5353535353535355,-3333.570373668323,-31.797979797979796
-9.595959595959595,-3.333333333333333,-3130.156786722443,-31.19191919191919
-9.595959595959595,-3.1313131313131315,-2928.309727207799,-30.585858585858585
-9.595959595959595,-2.929292929292929,-2728.0291951243894,-29.97979797979798
-9.595959595959595,-2.7272727272727275,-2529.3151904722154,-29.373737373737374
-9.595959595959595,-2.525252525252525,-2332.167713251276,-28.767676767676765
-9.595959595959595,-2.3232323232323235,-2136.5867634615724,-28.16161616161616
-9.595959595959595,-2.121212121212121,-1942.5723411031033,-27.555555555555554
-9.595959595959595,-1.9191919191919187,-1750.1244461758688,-26.949494949494948
-9.595959595959595,-1.717171717171718,-1559.2430786798716,-26.343434343434346
-9.595959595959595,-1.5151515151515156,-1369.9282386151076,-25.737373737373737
-9.595959595959595,-1.3131313131313131,-1182.179925981579,-25.131313131313128
-9.595959595959595,-1.1111111111111107,-995.9981407792852,-24.525252525252522
-9.595959595959595,-0.9090909090909101,-811.3828830082282,-23.91919191919192
-9.595959595959595,-0.7070707070707076,-628.3341526684047,-23.313131313131315
-9.595959595959595,-0.5050505050505052,-446.8519497598165,-22.707070707070706
-9.595959595959595,-0.30303030303030276,-266.9362742824632,-22.101010101010097
-9.595959595959595,-0.10101010101010033,-88.58712623634511,-21.49494949494949
-9.595959595959595,0.10101010101010033,88.19549437853632,-20.88888888888889
-9.595959595959595,0.30303030303030276,263.4115875621842,-20.282828282828284
-9.595959595959595,0.5050505050505052,437.061153314597,-19.676767676767675
-9.595959595959595,0.7070707070707076,609.1441916357746,-19.070707070707066
-9.595959595959595,0.9090909090909083,779.6607025257156,-18.464646464646464
-9.595959595959595,1.1111111111111107,948.6106859844228,-17.858585858585858
-9.595959595959595,1.3131313131313131,1115.9941420118953,-17.252525252525253
-9.595959595959595,1.5151515151515156,1281.8110706081325,-16.646464646464644
-9.595959595959595,1.7171717171717162,1446.0614717731332,-16.04040404040404
-9.595959595959595,1.9191919191919187,1608.7453455068999,-15.434343434343434
-9.595959595959595,2.121212121212121,1769.8626918094317,-14.828282828282827
-9.595959595959595,2.3232323232323235,1929.4135106807285,-14.22222222222222
-9.595959595959595,2.525252525252524,2087.3978021207886,-13.616161616161618
-9.595959595959595,2.7272727272727266,2243.815566129615,-13.01010101010101
-9.595959595959595,2.929292929292929,2398.666802707207,-12.404040404040403
-9.595959595959595,3.1313131313131315,2551.9515118535624,-11.797979797979796
-9.595959595959595,3.333333333333334,2703.6696935686837,-11.191919191919188
-9.595959595959595,3.5353535353535346,2853.8213478525686,-10.585858585858587
-9.595959595959595,3.737373737373737,3002.40647470522,-9.97979797979798
-9.595959595959595,3.9393939393939394,3149.425074126635,-9.373737373737372
-9.595959595959595,4.141414141414142,3294.8771461168153,-8.767676767676765
-9.595959595959595,4.3434343434343425,3438.7626906757605,-8.161616161616163
-9.595959595959595,4.545454545454545,3581.0817078034706,-7.555555555555555
-9.595959595959595,4.747474747474747,3721.8341974999457,-6.949494949494948
-9.595959595959595,4.94949494949495,3861.0201597651862,-6.343434343434341
-9.595959595959595,5.1515151515151505,3998.6395945991903,-5.737373737373739
-9.595959595959595,5.353535353535353,4134.69250200196,-5.1313131313131315
-9.595959595959595,5.555555555555555,4269.178881973494,-4.525252525252526
-9.595959595959595,5.757575757575758,4402.098734513795,-3.919191919191917
-9.595959595959595,5.9595959595959584,4533.452059622858,-3.313131313131315
-9.595959595959595,6.161616161616163,4663.238857300688,-2.7070707070707023
-9.595959595959595,6.363636363636363,4791.459127547282,-2.1010101010101003
-9.595959595959595,6.565656565656564,4918.112870362639,-1.4949494949494984
-9.595959595959595,6.767676767676768,5043.200085746765,-0.8888888888888857
-9.595959595959595,6.969696969696969,5166.720773699653,-0.28282828282828376
-9.595959595959595,7.171717171717173,5288.674934221308,0.32323232323232887
-9.595959595959595,7.373737373737374,5409.062567311726,0.9292929292929308
-9.595959595959595,7.575757575757574,5527.883672970907,1.5353535353535328
-9.595959595959595,7.777777777777779,5645.138251198858,2.1414141414141454
-9.595959595959595,7.979797979797979,5760.82630199557,2.7474747474747474
-9.595959595959595,8.18181818181818,5874.947825361048,3.3535353535353494
-9.595959595959595,8.383838383838384,5987.502821295292,3.959595959595962
-9.595959595959595,8.585858585858585,6098.491289798298,4.565656565656564
-9.595959595959595,8.787878787878789,6207.913230870072,5.171717171717177
-9.595959595959595,8.98989898989899,6315.768644510609,5.777777777777779
-9.595959595959595,9.19191919191919,6422.0575307199115,6.3838383838383805
-9.595959595959595,9.393939393939394,6526.779889497981,6.989898989898993
-9.595959595959595,9.595959595959595,6629.935720844811,7.595959595959595
-9.595959595959595,9.7979797979798,6731.52502476041,8.202020202020208
-9.595959595959595,10.0,6831.547801244771,8.80808080808081
-9.393939393939394,-10.0,-10407.346189164371,-50.78787878787879
-9.393939393939394,-9.797979797979798,-10159.908234472055,-50.18181818181818
-9.393939393939394,-9.595959595959595,-9914.003827686105,-49.57575757575758
-9.393939393939394,-9.393939393939394,-9669.632968806522,-48.96969696969697
-9.393939393939394,-9.191919191919192,-9426.795657833307,-48.36363636363637
-9.393939393939394,-8.98989898989899,-9185.49189476646,-47.75757575757576
-9.393939393939394,-8.787878787878787,-8945.721679605977,-47.15151515151515
-9.393939393939394,-8.585858585858587,-8707.485012351864,-46.54545454545455
-9.393939393939394,-8.383838383838384,-8470.781893004116,-45.93939393939394
-9.393939393939394,-8.181818181818182,-8235.612321562734,-45.333333333333336
-9.393939393939394,-7.979797979797979,-8001.97629802772,-44.72727272727273
-9.393939393939394,-7.777777777777778,-7769.873822399075,-44.121212121212125
-9.393939393939394,-7.575757575757576,-7539.304894676797,-43.515151515151516
-9.393939393939394,-7.373737373737374,-7310.269514860883,-42.90909090909091
-9.393939393939394,-7.171717171717171,-7082.767682951337,-42.303030303030305
-9.393939393939394,-6.96969696969697,-6856.799398948159,-41.6969696969697
-9.393939393939394,-6.767676767676768,-6632.364662851348,-41.09090909090909
-9.393939393939394,-6.565656565656566,-6409.4634746609045,-40.484848484848484
-9.393939393939394,-6.363636363636363,-6188.095834376825,-39.878787878787875
-9.393939393939394,-6.161616161616162,-5968.261741999116,-39.27272727272727
-9.393939393939394,-5.959595959595959,-5749.961197527772,-38.66666666666667
-9.393939393939394,-5.757575757575758,-5533.1942009627965,-38.06060606060606
-9.393939393939394,-5.555555555555555,-5317.960752304186,-37.45454545454545
-9.393939393939394,-5.353535353535354,-5104.260851551945,-36.84848484848485
-9.393939393939394,-5.151515151515151,-4892.094498706069,-36.24242424242424
-9.393939393939394,-4.94949494949495,-4681.4616937665605,-35.63636363636364
-9.393939393939394,-4.747474747474747,-4472.36243673342,-35.03030303030303
-9.393939393939394,-4.545454545454546,-4264.796727606646,-34.42424242424242
-9.393939393939394,-4.343434343434343,-4058.764566386238,-33.81818181818182
-9.393939393939394,-4.141414141414142,-3854.2659530721976,-33.21212121212122
-9.393939393939394,-3.9393939393939394,-3651.300887664524,-32.60606060606061
-9.393939393939394,-3.737373737373738,-3449.8693701632183,-32.0
-9.393939393939394,-3.5353535353535355,-3249.9714005682786,-31.393939393939394
-9.393939393939394,-3.333333333333333,-3051.606978879706,-30.78787878787879
-9.393939393939394,-3.1313131313131315,-2854.7761050975014,-30.181818181818183
-9.393939393939394,-2.929292929292929,-2659.4787792216625,-29.575757575757578
-9.393939393939394,-2.7272727272727275,-2465.7150012521915,-28.969696969696972
-9.393939393939394,-2.525252525252525,-2273.484771189087,-28.363636363636363
-9.393939393939394,-2.3232323232323235,-2082.78808903235,-27.757575757575758
-9.393939393939394,-2.121212121212121,-1893.6249547819796,-27.151515151515152
-9.393939393939394,-1.9191919191919187,-1705.9953684379757,-26.545454545454547
-9.393939393939394,-1.717171717171718,-1519.8993300003408,-25.939393939393945
-9.393939393939394,-1.5151515151515156,-1335.3368394690713,-25.333333333333336
-9.393939393939394,-1.3131313131313131,-1152.3078968441687,-24.727272727272727
-9.393939393939394,-1.1111111111111107,-970.8125021256332,-24.12121212121212
-9.393939393939394,-0.9090909090909101,-790.8506553134661,-23.51515151515152
-9.393939393939394,-0.7070707070707076,-612.4223564076644,-22.909090909090914
-9.393939393939394,-0.5050505050505052,-435.52760540823,-22.303030303030305
-9.393939393939394,-0.30303030303030276,-260.16640231516243,-21.696969696969695
-9.393939393939394,-0.10101010101010033,-86.33874712846188,-21.09090909090909
-9.393939393939394,0.10101010101010033,85.95536015187012,-20.484848484848488
-9.393939393939394,0.30303030303030276,256.7159195258367,-19.878787878787882
-9.393939393939394,0.5050505050505052,425.94293099343616,-19.272727272727273
-9.393939393939394,0.7070707070707076,593.6363945546686,-18.666666666666664
-9.393939393939394,0.9090909090909083,759.7963102095326,-18.060606060606062
-9.393939393939394,1.1111111111111107,924.422677958031,-17.454545454545457
-9.393939393939394,1.3131313131313131,1087.5154978001626,-16.84848484848485
-9.393939393939394,1.5151515151515156,1249.074769735927,-16.242424242424242
-9.393939393939394,1.7171717171717162,1409.100493765323,-15.63636363636364
-9.393939393939394,1.9191919191919187,1567.5926698883536,-15.030303030303033
-9.393939393939394,2.121212121212121,1724.551298105017,-14.424242424242426
-9.393939393939394,2.3232323232323235,1879.9763784153133,-13.818181818181818
-9.393939393939394,2.525252525252524,2033.8679108192412,-13.212121212121216
-9.393939393939394,2.7272727272727266,2186.225895316804,-12.606060606060609
-9.393939393939394,2.929292929292929,2337.0503319079994,-12.000000000000002
-9.393939393939394,3.1313131313131315,2486.3412205928275,-11.393939393939394
-9.393939393939394,3.333333333333334,2634.098561371289,-10.787878787878787
-9.393939393939394,3.5353535353535346,2780.322354243382,-10.181818181818185
-9.393939393939394,3.737373737373737,2925.0125992091093,-9.575757575757578
-9.393939393939394,3.9393939393939394,3068.16929626847,-8.96969696969697
-9.393939393939394,4.141414141414142,3209.7924454214626,-8.363636363636363
-9.393939393939394,4.3434343434343425,3349.8820466680886,-7.757575757575761
-9.393939393939394,4.545454545454545,3488.438100008347,-7.151515151515154
-9.393939393939394,4.747474747474747,3625.46060544224,-6.545454545454547
-9.393939393939394,4.94949494949495,3760.9495629697653,-5.9393939393939394
-9.393939393939394,5.1515151515151505,3894.904972590922,-5.3333333333333375
-9.393939393939394,5.353535353535353,4027.326834305714,-4.72727272727273
-9.393939393939394,5.555555555555555,4158.215148114137,-4.121212121212125
-9.393939393939394,5.757575757575758,4287.569914016195,-3.5151515151515156
-9.393939393939394,5.9595959595959584,4415.391132011884,-2.9090909090909136
-9.393939393939394,6.161616161616163,4541.678802101208,-2.303030303030301
-9.393939393939394,6.363636363636363,4666.432924284164,-1.696969696969699
-9.393939393939394,6.565656565656564,4789.653498560751,-1.090909090909097
-9.393939393939394,6.767676767676768,4911.340524930975,-0.4848484848484844
-9.393939393939394,6.969696969696969,5031.49400339483,0.12121212121211755
-9.393939393939394,7.171717171717173,5150.113933952319,0.7272727272727302
-9.393939393939394,7.373737373737374,5267.200316603439,1.3333333333333321
-9.393939393939394,7.575757575757574,5382.753151348192,1.9393939393939341
-9.393939393939394,7.777777777777779,5496.77243818658,2.5454545454545467
-9.393939393939394,7.979797979797979,5609.258177118599,3.1515151515151487
-9.393939393939394,8.18181818181818,5720.210368144251,3.7575757575757507
-9.393939393939394,8.383838383838384,5829.629011263539,4.363636363636363
-9.393939393939394,8.585858585858585,5937.514106476456,4.969696969696965
-9.393939393939394,8.787878787878789,6043.865653783009,5.575757575757578
-9.393939393939394,8.98989898989899,6148.683653183194,6.18181818181818
-9.393939393939394,9.19191919191919,6251.96810467701,6.787878787878782
-9.393939393939394,9.393939393939394,6353.719008264463,7.3939393939393945
-9.393939393939394,9.595959595959595,6453.936363945545,7.9999999999999964
-9.393939393939394,9.7979797979798,6552.620171720264,8.606060606060609
-9.393939393939394,10.0,6649.770431588613,9.212121212121211
-9.191919191919192,-10.0,-10146.393225181104,-50.38383838383838
-9.191919191919192,-9.797979797979798,-9905.026801017006,-49.77777777777777
-9.191919191919192,-9.595959595959595,-9665.160945234406,-49.17171717171717
-9.191919191919192,-9.393939393939394,-9426.795657833309,-48.56565656565657
-9.191919191919192,-9.191919191919192,-9189.930938813706,-47.95959595959596
-9.191919191919192,-8.98989898989899,-8954.566788175602,-47.35353535353535
